"","rn","coef","xDecompAgg","xDecompPerc","xDecompMeanNon0","xDecompMeanNon0Perc","xDecompAggRF","xDecompPercRF","xDecompMeanNon0RF","xDecompMeanNon0PercRF","pos","spend_share","spend_share_refresh","mean_spend","total_spend","mean_exposure","mean_exposure_refresh","effect_share","effect_share_refresh","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","solID","trial","iterNG","iterPar","iterations","robynPareto","mean_response","mean_spend_adstocked","mean_carryover","roi_mean","roi_total","cpa_mean","cpa_total"
"896","radio",0,0,0,0,0,0,0,0,0,TRUE,0.12998856469647,0.12998856469647,22838301.9950487,3562775111.22759,NA,NA,0,0,1,-0.0288729070573677,NA,NA,0.17656799797586,NA,NA,0.17656799797586,0.348942844417372,0,51401099.5554791,0.8495817626,60500580.1432401,1e-04,"1_16_4",1,16,4,64,NA,NA,NA,NA,NA,0,NA,Inf
"897","(Intercept)",1929126.4797704,300943730.844183,0.809492148556015,1929126.4797704,0.795334148123839,300943730.844183,0.809492148556015,1929126.4797704,0.795334148123839,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0347565547597313,NA,NA,0.171021045748646,NA,NA,0.171021045748646,0.521323012934553,0,23924739.0054612,0.3953859781,60500580.1432401,1e-04,"1_17_1",1,17,1,65,18,NA,NA,NA,NA,NA,NA,NA
"898","trend",0.0275428849134191,10237290.2288434,0.0275367293397073,65623.6553130989,0.0270551125302203,10237290.2288434,0.0275367293397073,65623.6553130989,0.0270551125302203,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0347565547597313,NA,NA,0.171021045748646,NA,NA,0.171021045748646,0.521323012934553,0,23924739.0054612,0.3953859781,60500580.1432401,1e-04,"1_17_1",1,17,1,65,18,NA,NA,NA,NA,NA,NA,NA
"899","season",0.0249478412584257,5198.97463083818,1.39844386603435e-05,33.3267604540909,1.37398511261098e-05,5198.97463083818,1.39844386603435e-05,33.3267604540909,1.37398511261098e-05,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0347565547597313,NA,NA,0.171021045748646,NA,NA,0.171021045748646,0.521323012934553,0,23924739.0054612,0.3953859781,60500580.1432401,1e-04,"1_17_1",1,17,1,65,18,NA,NA,NA,NA,NA,NA,NA
"900","holiday",0.0103854345322385,-1069.319568461,-2.8763044591039e-06,-23.2460775752391,-9.58381915307281e-06,-1069.319568461,-2.8763044591039e-06,-23.2460775752391,-9.58381915307281e-06,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0347565547597313,NA,NA,0.171021045748646,NA,NA,0.171021045748646,0.521323012934553,0,23924739.0054612,0.3953859781,60500580.1432401,1e-04,"1_17_1",1,17,1,65,18,NA,NA,NA,NA,NA,NA,NA
"901","cpi",2745.4023189121,56029963.8015313,0.150711947559063,359166.434625201,0.148075998807143,56029963.8015313,0.150711947559063,359166.434625201,0.148075998807143,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0347565547597313,NA,NA,0.171021045748646,NA,NA,0.171021045748646,0.521323012934553,0,23924739.0054612,0.3953859781,60500580.1432401,1e-04,"1_17_1",1,17,1,65,18,NA,NA,NA,NA,NA,NA,NA
"902","gdp_growth",-8571.39491711866,-6620529.4683542,-0.0178082015826782,0,0,-6620529.4683542,-0.0178082015826782,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0347565547597313,NA,NA,0.171021045748646,NA,NA,0.171021045748646,0.521323012934553,0,23924739.0054612,0.3953859781,60500580.1432401,1e-04,"1_17_1",1,17,1,65,18,NA,NA,NA,NA,NA,NA,NA
"903","festival",6107.15085753906,1465335.48033423,0.00394152608862708,9393.17615598863,0.00387258888131042,1465335.48033423,0.00394152608862708,9393.17615598863,0.00387258888131042,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0347565547597313,NA,NA,0.171021045748646,NA,NA,0.171021045748646,0.521323012934553,0,23924739.0054612,0.3953859781,60500580.1432401,1e-04,"1_17_1",1,17,1,65,18,NA,NA,NA,NA,NA,NA,NA
"904","trade_spend",0.00318331567744479,1929947.66948479,0.00519126110781421,12371.4594197743,0.00510046606163732,1929947.66948479,0.00519126110781421,12371.4594197743,0.00510046606163732,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0347565547597313,NA,NA,0.171021045748646,NA,NA,0.171021045748646,0.521323012934553,0,23924739.0054612,0.3953859781,60500580.1432401,1e-04,"1_17_1",1,17,1,65,18,NA,NA,NA,NA,NA,NA,NA
"905","tv",39475.8593715709,1809738.13922867,0.00486791604044574,11600.8855078761,0.00478277629260832,1809738.13922867,0.00486791604044574,11600.8855078761,0.00478277629260832,TRUE,0.427663895273359,0.427663895273359,75138280.16671,11721571706.0068,NA,NA,0.232653261071431,0.232653261071431,1,0.0347565547597313,NA,NA,0.171021045748646,NA,NA,0.171021045748646,0.521323012934553,0,23924739.0054612,0.3953859781,60500580.1432401,1e-04,"1_17_1",1,17,1,65,18,NA,NA,NA,NA,0.000154393812077374,NA,6476.94351570808
"906","youtube",5084.01218002576,308791.904421547,0.000830602523155147,1979.43528475351,0.000816075302720985,308791.904421547,0.000830602523155147,1979.43528475351,0.000816075302720985,TRUE,0.218918331776074,0.218918331776074,38462790.8233994,6000195368.4503,NA,NA,0.0396971484431167,0.0396971484431167,1,0.0347565547597313,NA,NA,0.171021045748646,NA,NA,0.171021045748646,0.521323012934553,0,23924739.0054612,0.3953859781,60500580.1432401,1e-04,"1_17_1",1,17,1,65,18,NA,NA,NA,NA,5.14636416749376e-05,NA,19431.193896389
"907","facebook",23138.453298169,2053014.56036374,0.00552229203387559,13160.3497459214,0.00542570726385443,2053014.56036374,0.00552229203387559,13160.3497459214,0.00542570726385443,TRUE,0.131526640964638,0.131526640964638,23108533.8449492,3604931279.81207,NA,NA,0.263927980596867,0.263927980596867,1,0.0347565547597313,NA,NA,0.171021045748646,NA,NA,0.171021045748646,0.521323012934553,0,23924739.0054612,0.3953859781,60500580.1432401,1e-04,"1_17_1",1,17,1,65,18,NA,NA,NA,NA,0.000569501718898444,NA,1755.92095127341
"908","instagram",21029.4553153181,1002590.43105474,0.00269681338727211,6426.8617375304,0.00264964617858379,1002590.43105474,0.00269681338727211,6426.8617375304,0.00264964617858379,TRUE,0.0569363304516785,0.0569363304516785,10003411.5491748,1560532201.67127,NA,NA,0.128889328377261,0.128889328377261,1,0.0347565547597313,NA,NA,0.171021045748646,NA,NA,0.171021045748646,0.521323012934553,0,23924739.0054612,0.3953859781,60500580.1432401,1e-04,"1_17_1",1,17,1,65,18,NA,NA,NA,NA,0.000642466992979067,NA,1556.50019522883
"909","print_media",46321.2139790755,2604557.3025944,0.00700585681250171,16695.8801448359,0.00688332452610944,2604557.3025944,0.00700585681250171,16695.8801448359,0.00688332452610944,TRUE,0.0349662368377819,0.0349662368377819,6143382.52288855,958367673.570613,NA,NA,0.334832281511325,0.334832281511325,1,0.0347565547597313,NA,NA,0.171021045748646,NA,NA,0.171021045748646,0.521323012934553,0,23924739.0054612,0.3953859781,60500580.1432401,1e-04,"1_17_1",1,17,1,65,18,NA,NA,NA,NA,0.00271770154025598,NA,367.957991408361
"910","radio",0,0,0,0,0,0,0,0,0,TRUE,0.12998856469647,0.12998856469647,22838301.9950487,3562775111.22759,NA,NA,0,0,1,0.0347565547597313,NA,NA,0.171021045748646,NA,NA,0.171021045748646,0.521323012934553,0,23924739.0054612,0.3953859781,60500580.1432401,1e-04,"1_17_1",1,17,1,65,18,NA,NA,NA,NA,0,NA,Inf
"911","(Intercept)",1746476.89300504,272450395.308786,0.732849477391625,1746476.89300504,0.714918684778006,272450395.308786,0.732849477391625,1746476.89300504,0.714918684778006,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0885183194769547,NA,NA,0.166190080939215,NA,NA,0.166190080939215,0.398691689975147,0,15914648.4465153,0.2629758156,60500580.1432401,1e-04,"1_17_2",1,17,2,66,10,NA,NA,NA,NA,NA,NA,NA
"912","trend",0.0401937510232669,14939433.3928536,0.0401847681008913,95765.5986721383,0.0392015583623676,14939433.3928536,0.0401847681008913,95765.5986721383,0.0392015583623676,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0885183194769547,NA,NA,0.166190080939215,NA,NA,0.166190080939215,0.398691689975147,0,15914648.4465153,0.2629758156,60500580.1432401,1e-04,"1_17_2",1,17,2,66,10,NA,NA,NA,NA,NA,NA,NA
"913","season",0.0357220550014788,7444.25362460453,2.00238923205783e-05,47.7195745166957,1.95339632538406e-05,7444.25362460453,2.00238923205783e-05,47.7195745166957,1.95339632538406e-05,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0885183194769547,NA,NA,0.166190080939215,NA,NA,0.166190080939215,0.398691689975147,0,15914648.4465153,0.2629758156,60500580.1432401,1e-04,"1_17_2",1,17,2,66,10,NA,NA,NA,NA,NA,NA,NA
"914","holiday",0.015167463755813,-1561.69351871289,-4.20071432723563e-06,-33.9498591024542,-1.38973431112295e-05,-1561.69351871289,-4.20071432723563e-06,-33.9498591024542,-1.38973431112295e-05,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0885183194769547,NA,NA,0.166190080939215,NA,NA,0.166190080939215,0.398691689975147,0,15914648.4465153,0.2629758156,60500580.1432401,1e-04,"1_17_2",1,17,2,66,10,NA,NA,NA,NA,NA,NA,NA
"915","cpi",4000.17493788682,81638183.0180742,0.21959410149576,523321.686013296,0.21422124333789,81638183.0180742,0.21959410149576,523321.686013296,0.21422124333789,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0885183194769547,NA,NA,0.166190080939215,NA,NA,0.166190080939215,0.398691689975147,0,15914648.4465153,0.2629758156,60500580.1432401,1e-04,"1_17_2",1,17,2,66,10,NA,NA,NA,NA,NA,NA,NA
"916","gdp_growth",-12076.6974717248,-9328018.63233127,-0.0250909292021969,0,0,-9328018.63233127,-0.0250909292021969,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0885183194769547,NA,NA,0.166190080939215,NA,NA,0.166190080939215,0.398691689975147,0,15914648.4465153,0.2629758156,60500580.1432401,1e-04,"1_17_2",1,17,2,66,10,NA,NA,NA,NA,NA,NA,NA
"917","festival",8649.44404666478,2075327.35679806,0.00558231000957903,13303.3804922953,0.00544572637791302,2075327.35679806,0.00558231000957903,13303.3804922953,0.00544572637791302,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0885183194769547,NA,NA,0.166190080939215,NA,NA,0.166190080939215,0.398691689975147,0,15914648.4465153,0.2629758156,60500580.1432401,1e-04,"1_17_2",1,17,2,66,10,NA,NA,NA,NA,NA,NA,NA
"918","trade_spend",0.00465225106391224,2820518.60651865,0.0075867593600584,18080.2474776836,0.00740113241633891,2820518.60651865,0.0075867593600584,18080.2474776836,0.00740113241633891,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0885183194769547,NA,NA,0.166190080939215,NA,NA,0.166190080939215,0.398691689975147,0,15914648.4465153,0.2629758156,60500580.1432401,1e-04,"1_17_2",1,17,2,66,10,NA,NA,NA,NA,NA,NA,NA
"919","tv",53192.1551452108,2153238.15075021,0.00579187801026511,13802.8086586552,0.00565016683129958,2153238.15075021,0.00579187801026511,13802.8086586552,0.00565016683129958,TRUE,0.427663895273359,0.427663895273359,75138280.16671,11721571706.0068,NA,NA,0.300444612945138,0.300444612945138,1,0.0885183194769547,NA,NA,0.166190080939215,NA,NA,0.166190080939215,0.398691689975147,0,15914648.4465153,0.2629758156,60500580.1432401,1e-04,"1_17_2",1,17,2,66,10,13802.8086586552,235662691.091086,160524410.924377,0.000183698756852443,0.000183698756852443,5443.69497722436,5443.69497722436
"920","youtube",11539.576076107,648647.283838504,0.00174476099560724,4157.99540922118,0.00170207153680608,648647.283838504,0.00174476099560724,4157.99540922118,0.00170207153680608,TRUE,0.218918331776074,0.218918331776074,38462790.8233994,6000195368.4503,NA,NA,0.0905067477384587,0.0905067477384587,1,0.0885183194769547,NA,NA,0.166190080939215,NA,NA,0.166190080939215,0.398691689975147,0,15914648.4465153,0.2629758156,60500580.1432401,1e-04,"1_17_2",1,17,2,66,10,4157.99540922118,59368463.442561,20905672.6191616,0.000108104360609517,0.000108104360609517,9250.32065646357,9250.32065646357
"921","facebook",26967.6892480431,1313614.49930391,0.00353342008631649,8420.60576476867,0.00344696710417064,1313614.49930391,0.00353342008631649,8420.60576476867,0.00344696710417064,TRUE,0.131526640964638,0.131526640964638,23108533.8449492,3604931279.81207,NA,NA,0.183290640501135,0.183290640501135,1,0.0885183194769547,NA,NA,0.166190080939215,NA,NA,0.166190080939215,0.398691689975147,0,15914648.4465153,0.2629758156,60500580.1432401,1e-04,"1_17_2",1,17,2,66,10,8420.60576476867,38907379.0779947,15798845.2330455,0.000364393769906313,0.000364393769906313,2744.28402070953,2744.28402070953
"922","instagram",23171.1267125839,1128928.48380213,0.00303664323345626,7236.72105001364,0.00296234500204529,1128928.48380213,0.00303664323345626,7236.72105001364,0.00296234500204529,TRUE,0.0569363304516785,0.0569363304516785,10003411.5491748,1560532201.67127,NA,NA,0.157521118247184,0.157521118247184,1,0.0885183194769547,NA,NA,0.166190080939215,NA,NA,0.166190080939215,0.398691689975147,0,15914648.4465153,0.2629758156,60500580.1432401,1e-04,"1_17_2",1,17,2,66,10,7236.72105001364,12203474.047505,2200062.49833017,0.000723425304901167,0.000723425304901168,1382.31271870787,1382.31271870787
"923","print_media",54908.7327776902,1922410.52024752,0.00517098734064535,12323.144360561,0.0050444676330203,1922410.52024752,0.00517098734064535,12323.144360561,0.0050444676330203,TRUE,0.0349662368377819,0.0349662368377819,6143382.52288855,958367673.570613,NA,NA,0.268236880568085,0.268236880568085,1,0.0885183194769547,NA,NA,0.166190080939215,NA,NA,0.166190080939215,0.398691689975147,0,15914648.4465153,0.2629758156,60500580.1432401,1e-04,"1_17_2",1,17,2,66,10,12323.144360561,12701492.1624386,6558109.63955001,0.00200592170756882,0.00200592170756882,498.523943495284,498.523943495284
"924","radio",0,0,0,0,0,0,0,0,0,TRUE,0.12998856469647,0.12998856469647,22838301.9950487,3562775111.22759,NA,NA,0,0,1,0.0885183194769547,NA,NA,0.166190080939215,NA,NA,0.166190080939215,0.398691689975147,0,15914648.4465153,0.2629758156,60500580.1432401,1e-04,"1_17_2",1,17,2,66,10,0,49744939.2788635,26906637.2838149,0,0,Inf,Inf
"925","(Intercept)",1370165.87096923,213745875.8712,0.574943388315841,1370165.87096923,0.555547012785134,213745875.8712,0.574943388315841,1370165.87096923,0.555547012785134,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.166462208757366,NA,NA,0.158925568835224,NA,NA,0.158925568835224,0.307361556002903,0,10318732.2401498,0.1704729695,60500580.1432401,1e-04,"1_17_3",1,17,3,67,3,NA,NA,NA,NA,NA,NA,NA
"926","trend",0.0590918199235985,21963571.0859649,0.0590786134619498,140792.122345929,0.057085528584675,21963571.0859649,0.0590786134619498,140792.122345929,0.057085528584675,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.166462208757366,NA,NA,0.158925568835224,NA,NA,0.158925568835224,0.307361556002903,0,10318732.2401498,0.1704729695,60500580.1432401,1e-04,"1_17_3",1,17,3,67,3,NA,NA,NA,NA,NA,NA,NA
"927","season",0.0512130117442543,10672.4724624128,2.87073023244886e-05,68.4132850154669,2.7738828510066e-05,10672.4724624128,2.87073023244886e-05,68.4132850154669,2.7738828510066e-05,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.166462208757366,NA,NA,0.158925568835224,NA,NA,0.158925568835224,0.307361556002903,0,10318732.2401498,0.1704729695,60500580.1432401,1e-04,"1_17_3",1,17,3,67,3,NA,NA,NA,NA,NA,NA,NA
"928","holiday",0.0225437471364045,-2321.18067708797,-6.24361746367631e-06,-50.4604495019123,-2.04596776044001e-05,-2321.18067708797,-6.24361746367631e-06,-50.4604495019123,-2.04596776044001e-05,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.166462208757366,NA,NA,0.158925568835224,NA,NA,0.158925568835224,0.307361556002903,0,10318732.2401498,0.1704729695,60500580.1432401,1e-04,"1_17_3",1,17,3,67,3,NA,NA,NA,NA,NA,NA,NA
"929","cpi",5869.8711312763,119796164.204957,0.322233176544387,767924.129518957,0.311362270246959,119796164.204957,0.322233176544387,767924.129518957,0.311362270246959,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.166462208757366,NA,NA,0.158925568835224,NA,NA,0.158925568835224,0.307361556002903,0,10318732.2401498,0.1704729695,60500580.1432401,1e-04,"1_17_3",1,17,3,67,3,NA,NA,NA,NA,NA,NA,NA
"930","gdp_growth",-16811.9034907608,-12985482.9413372,-0.0349289432171725,0,0,-12985482.9413372,-0.0349289432171725,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.166462208757366,NA,NA,0.158925568835224,NA,NA,0.158925568835224,0.307361556002903,0,10318732.2401498,0.1704729695,60500580.1432401,1e-04,"1_17_3",1,17,3,67,3,NA,NA,NA,NA,NA,NA,NA
"931","festival",12126.901287806,2909700.30674722,0.00782664435758733,18651.9250432514,0.00756260352123692,2909700.30674722,0.00782664435758733,18651.9250432514,0.00756260352123692,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.166462208757366,NA,NA,0.158925568835224,NA,NA,0.158925568835224,0.307361556002903,0,10318732.2401498,0.1704729695,60500580.1432401,1e-04,"1_17_3",1,17,3,67,3,NA,NA,NA,NA,NA,NA,NA
"932","trade_spend",0.00686765511862977,4163650.83894658,0.0111995775888118,26690.0694804268,0.0108217469760723,4163650.83894658,0.0111995775888118,26690.0694804268,0.0108217469760723,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.166462208757366,NA,NA,0.158925568835224,NA,NA,0.158925568835224,0.307361556002903,0,10318732.2401498,0.1704729695,60500580.1432401,1e-04,"1_17_3",1,17,3,67,3,NA,NA,NA,NA,NA,NA,NA
"933","tv",168264.43078364,9877099.02365214,0.0265678706372402,63314.7373311035,0.0256715730079368,9877099.02365214,0.0265678706372402,63314.7373311035,0.0256715730079368,TRUE,0.427663895273359,0.427663895273359,75138280.16671,11721571706.0068,NA,NA,0.445582143710452,0.445582143710452,1,0.166462208757366,NA,NA,0.158925568835224,NA,NA,0.158925568835224,0.307361556002903,0,10318732.2401498,0.1704729695,60500580.1432401,1e-04,"1_17_3",1,17,3,67,3,63314.7373311035,230329747.944774,155191467.778064,0.000842642887095985,0.000842642887095985,1186.74234994888,1186.74234994888
"934","youtube",22095.9755459651,1239441.65886445,0.00333390660316992,7945.13883887465,0.00322143343490059,1239441.65886445,0.00333390660316992,7945.13883887465,0.00322143343490059,TRUE,0.218918331776074,0.218918331776074,38462790.8233994,6000195368.4503,NA,NA,0.055914501822687,0.055914501822687,1,0.166462208757366,NA,NA,0.158925568835224,NA,NA,0.158925568835224,0.307361556002903,0,10318732.2401498,0.1704729695,60500580.1432401,1e-04,"1_17_3",1,17,3,67,3,7945.13883887465,57741895.8688297,19279105.0454303,0.000206566883702082,0.000206566883702082,4841.04703560439,4841.04703560439
"935","facebook",86660.0994483201,5283479.79184325,0.0142117444897562,33868.4602041234,0.0137322949671219,5283479.79184325,0.0142117444897562,33868.4602041234,0.0137322949671219,TRUE,0.131526640964638,0.131526640964638,23108533.8449492,3604931279.81207,NA,NA,0.238351791984958,0.238351791984958,1,0.166462208757366,NA,NA,0.158925568835224,NA,NA,0.158925568835224,0.307361556002903,0,10318732.2401498,0.1704729695,60500580.1432401,1e-04,"1_17_3",1,17,3,67,3,33868.4602041234,31211353.2954377,8102819.45048853,0.00146562566155732,0.00146562566155732,682.302463875691,682.302463875691
"936","instagram",44590.1103481928,3012163.22340086,0.00810225377572209,19308.7386115439,0.00782891493911186,3012163.22340086,0.00810225377572209,19308.7386115439,0.00782891493911186,TRUE,0.0569363304516785,0.0569363304516785,10003411.5491748,1560532201.67127,NA,NA,0.135886675133531,0.135886675133531,1,0.166462208757366,NA,NA,0.158925568835224,NA,NA,0.158925568835224,0.307361556002903,0,10318732.2401498,0.1704729695,60500580.1432401,1e-04,"1_17_3",1,17,3,67,3,19308.7386115439,14269592.8948162,4266181.34564136,0.00193021535869298,0.00193021535869298,518.076905510241,518.076905510241
"937","print_media",58016.6361492143,2754546.1927227,0.00740930375784564,17657.3473892481,0.00715934238594565,2754546.1927227,0.00740930375784564,17657.3473892481,0.00715934238594565,TRUE,0.0349662368377819,0.0349662368377819,6143382.52288855,958367673.570613,NA,NA,0.124264887348372,0.124264887348372,1,0.166462208757366,NA,NA,0.158925568835224,NA,NA,0.158925568835224,0.307361556002903,0,10318732.2401498,0.1704729695,60500580.1432401,1e-04,"1_17_3",1,17,3,67,3,17657.3473892481,10736667.6959883,4593285.17309971,0.00287420607840415,0.00287420607840415,347.922164493936,347.922164493936
"938","radio",0,0,0,0,0,0,0,0,0,TRUE,0.12998856469647,0.12998856469647,22838301.9950487,3562775111.22759,NA,NA,0,0,1,0.166462208757366,NA,NA,0.158925568835224,NA,NA,0.158925568835224,0.307361556002903,0,10318732.2401498,0.1704729695,60500580.1432401,1e-04,"1_17_3",1,17,3,67,3,0,44741621.7025176,21903319.7074689,0,0,Inf,Inf
"939","(Intercept)",2103569.64158506,328156864.08727,0.88269127330965,2103569.64158506,0.873053519649164,328156864.08727,0.88269127330965,2103569.64158506,0.873053519649164,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.0134536252305415,NA,NA,0.175239928544788,NA,NA,0.175239928544788,0.248853135141008,0,40603971.5080837,0.6711006994,60500580.1432401,1e-04,"1_17_4",1,17,4,68,1,NA,NA,NA,NA,NA,NA,NA
"940","trend",0.0166397520006412,6184754.106261,0.0166360331737897,39645.8596555192,0.0164543909683383,6184754.106261,0.0166360331737897,39645.8596555192,0.0164543909683383,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.0134536252305415,NA,NA,0.175239928544788,NA,NA,0.175239928544788,0.248853135141008,0,40603971.5080837,0.6711006994,60500580.1432401,1e-04,"1_17_4",1,17,4,68,1,NA,NA,NA,NA,NA,NA,NA
"941","season",0.0153018806938055,3188.81656761943,8.57742398365421e-06,20.4411318437143,8.48377051511357e-06,3188.81656761943,8.57742398365421e-06,20.4411318437143,8.48377051511357e-06,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.0134536252305415,NA,NA,0.175239928544788,NA,NA,0.175239928544788,0.248853135141008,0,40603971.5080837,0.6711006994,60500580.1432401,1e-04,"1_17_4",1,17,4,68,1,NA,NA,NA,NA,NA,NA,NA
"942","holiday",0.00630430427254651,-649.112553089605,-1.74601249802158e-06,-14.1111424584697,-5.85660790405524e-06,-649.112553089605,-1.74601249802158e-06,-14.1111424584697,-5.85660790405524e-06,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.0134536252305415,NA,NA,0.175239928544788,NA,NA,0.175239928544788,0.248853135141008,0,40603971.5080837,0.6711006994,60500580.1432401,1e-04,"1_17_4",1,17,4,68,1,NA,NA,NA,NA,NA,NA,NA
"943","cpi",1660.72568800414,33893174.6149386,0.0911674041637912,217263.93983935,0.0901719836699394,33893174.6149386,0.0911674041637912,217263.93983935,0.0901719836699394,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.0134536252305415,NA,NA,0.175239928544788,NA,NA,0.175239928544788,0.248853135141008,0,40603971.5080837,0.6711006994,60500580.1432401,1e-04,"1_17_4",1,17,4,68,1,NA,NA,NA,NA,NA,NA,NA
"944","gdp_growth",-5315.3348021278,-4105554.70048103,-0.0110433079505729,0,0,-4105554.70048103,-0.0110433079505729,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.0134536252305415,NA,NA,0.175239928544788,NA,NA,0.175239928544788,0.248853135141008,0,40603971.5080837,0.6711006994,60500580.1432401,1e-04,"1_17_4",1,17,4,68,1,NA,NA,NA,NA,NA,NA,NA
"945","festival",3791.59951449687,909747.511632474,0.0024470802756684,5831.71481815688,0.0024203615829641,909747.511632474,0.0024470802756684,5831.71481815688,0.0024203615829641,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.0134536252305415,NA,NA,0.175239928544788,NA,NA,0.175239928544788,0.248853135141008,0,40603971.5080837,0.6711006994,60500580.1432401,1e-04,"1_17_4",1,17,4,68,1,NA,NA,NA,NA,NA,NA,NA
"946","trade_spend",0.00192045178113433,1164311.62187885,0.00313181840917443,7463.53603768492,0.00309762333412421,1164311.62187885,0.00313181840917443,7463.53603768492,0.00309762333412421,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.0134536252305415,NA,NA,0.175239928544788,NA,NA,0.175239928544788,0.248853135141008,0,40603971.5080837,0.6711006994,60500580.1432401,1e-04,"1_17_4",1,17,4,68,1,NA,NA,NA,NA,NA,NA,NA
"947","tv",31887.7787846673,2141909.38009528,0.00576140536718255,13730.1883339441,0.0056984988818166,2141909.38009528,0.00576140536718255,13730.1883339441,0.0056984988818166,TRUE,0.427663895273359,0.427663895273359,75138280.16671,11721571706.0068,NA,NA,0.385046882223356,0.385046882223356,1,-0.0134536252305415,NA,NA,0.175239928544788,NA,NA,0.175239928544788,0.248853135141008,0,40603971.5080837,0.6711006994,60500580.1432401,1e-04,"1_17_4",1,17,4,68,1,13730.1883339441,200004427.255984,124866147.089274,0.000182732267806514,0.000182732267806514,5472.48721861674,5472.48721861674
"948","youtube",9850.99779823581,832327.526562935,0.00223883247506024,5335.43286258292,0.00221438755696241,832327.526562935,0.00223883247506024,5335.43286258292,0.00221438755696241,TRUE,0.218918331776074,0.218918331776074,38462790.8233994,6000195368.4503,NA,NA,0.149625900175795,0.149625900175795,1,-0.0134536252305415,NA,NA,0.175239928544788,NA,NA,0.175239928544788,0.248853135141008,0,40603971.5080837,0.6711006994,60500580.1432401,1e-04,"1_17_4",1,17,4,68,1,5335.43286258292,65396802.401087,26934011.5776876,0.000138716737614813,0.000138716737614813,7208.93539737642,7208.93539737642
"949","facebook",19658.0136854647,986775.969459355,0.00265427492847386,6325.48698371381,0.00262529396006355,986775.969459355,0.00265427492847386,6325.48698371381,0.00262529396006355,TRUE,0.131526640964638,0.131526640964638,23108533.8449492,3604931279.81207,NA,NA,0.177390796279323,0.177390796279323,1,-0.0134536252305415,NA,NA,0.175239928544788,NA,NA,0.175239928544788,0.248853135141008,0,40603971.5080837,0.6711006994,60500580.1432401,1e-04,"1_17_4",1,17,4,68,1,6325.48698371381,34810665.346146,11702131.5011968,0.000273729481331693,0.000273729481331693,3653.24186176441,3653.24186176441
"950","instagram",11761.2335073501,760512.806354734,0.00204566197107195,4875.08209201752,0.00202332620459735,760512.806354734,0.00204566197107195,4875.08209201752,0.00202332620459735,TRUE,0.0569363304516785,0.0569363304516785,10003411.5491748,1560532201.67127,NA,NA,0.136715907637884,0.136715907637884,1,-0.0134536252305415,NA,NA,0.175239928544788,NA,NA,0.175239928544788,0.248853135141008,0,40603971.5080837,0.6711006994,60500580.1432401,1e-04,"1_17_4",1,17,4,68,1,4875.08209201752,13509426.9509507,3506015.40177593,0.000487341950098982,0.000487341950098982,2051.94730270377,2051.94730270377
